date,county,state,fips,cases,deaths,case
2020-10-02,DeKalb,Georgia,13089,19030,371,92
2020-10-02,Fulton,Georgia,13121,27855,579,65
2020-10-02,Gwinnett,Georgia,13135,27844,412,111
2020-10-02,Hall,Georgia,13139,9567,158,69
2020-10-03,Cobb,Georgia,13067,19968,429,96
2020-10-03,DeKalb,Georgia,13089,19084,371,54
2020-10-03,Fulton,Georgia,13121,27994,579,139
2020-10-03,Gwinnett,Georgia,13135,27986,414,142
2020-10-03,Hall,Georgia,13139,9617,158,50
2020-10-04,Cobb,Georgia,13067,20010,429,42
2020-10-04,DeKalb,Georgia,13089,19128,371,44
2020-10-04,Fulton,Georgia,13121,28096,579,102
2020-10-04,Gwinnett,Georgia,13135,28074,414,88
2020-10-04,Hall,Georgia,13139,9618,158,1
2020-10-05,Cobb,Georgia,13067,21540,431,1530
2020-10-05,DeKalb,Georgia,13089,19962,372,834
2020-10-05,Fulton,Georgia,13121,29916,579,1820
2020-10-05,Gwinnett,Georgia,13135,29575,417,1501
2020-10-05,Hall,Georgia,13139,9745,158,127
2020-10-06,Cobb,Georgia,13067,21606,435,66
2020-10-06,DeKalb,Georgia,13089,20059,373,97
2020-10-06,Fulton,Georgia,13121,29976,581,60
2020-10-06,Gwinnett,Georgia,13135,29653,418,78
2020-10-06,Hall,Georgia,13139,9783,159,38
2020-10-07,Cobb,Georgia,13067,21710,436,104
2020-10-07,DeKalb,Georgia,13089,20185,374,126
2020-10-07,Fulton,Georgia,13121,30110,581,134
2020-10-07,Gwinnett,Georgia,13135,29774,419,121
2020-10-07,Hall,Georgia,13139,9839,159,56
2020-10-08,Cobb,Georgia,13067,21780,437,70
2020-10-08,DeKalb,Georgia,13089,20269,375,84
2020-10-08,Fulton,Georgia,13121,30299,583,189
2020-10-08,Gwinnett,Georgia,13135,29907,421,133
2020-10-08,Hall,Georgia,13139,9879,160,40
2020-10-09,Cobb,Georgia,13067,21853,437,73
2020-10-09,DeKalb,Georgia,13089,20367,378,98
2020-10-09,Fulton,Georgia,13121,30552,588,253
2020-10-09,Gwinnett,Georgia,13135,30039,422,132
2020-10-09,Hall,Georgia,13139,9954,161,75
2020-10-10,Cobb,Georgia,13067,21925,439,72
2020-10-10,DeKalb,Georgia,13089,20409,378,42
2020-10-10,Fulton,Georgia,13121,30660,590,108
2020-10-10,Gwinnett,Georgia,13135,30158,423,119
2020-10-10,Hall,Georgia,13139,10047,162,93
2020-10-11,Cobb,Georgia,13067,22031,442,106
2020-10-11,DeKalb,Georgia,13089,20498,380,89
2020-10-11,Fulton,Georgia,13121,30790,591,130
2020-10-11,Gwinnett,Georgia,13135,30242,424,84
2020-10-11,Hall,Georgia,13139,10070,162,23
2020-10-12,Cobb,Georgia,13067,22299,443,268
2020-10-12,DeKalb,Georgia,13089,20584,380,86
2020-10-12,Fulton,Georgia,13121,31070,592,280
2020-10-12,Gwinnett,Georgia,13135,30470,424,228
2020-10-12,Hall,Georgia,13139,10104,162,34
2020-10-13,Cobb,Georgia,13067,22368,442,69
2020-10-13,DeKalb,Georgia,13089,20638,382,54
2020-10-13,Fulton,Georgia,13121,31174,594,104
2020-10-13,Gwinnett,Georgia,13135,30624,425,154
2020-10-13,Hall,Georgia,13139,10147,164,43
2020-10-14,Cobb,Georgia,13067,22527,442,159
2020-10-14,DeKalb,Georgia,13089,20698,383,60
2020-10-14,Fulton,Georgia,13121,31229,597,55
2020-10-14,Gwinnett,Georgia,13135,30766,427,142
2020-10-14,Hall,Georgia,13139,10217,164,70
2020-10-15,Cobb,Georgia,13067,22613,444,86
2020-10-15,DeKalb,Georgia,13089,20810,384,112
2020-10-15,Fulton,Georgia,13121,31329,599,100
2020-10-15,Gwinnett,Georgia,13135,30904,428,138
2020-10-15,Hall,Georgia,13139,10282,164,65
2020-10-16,Cobb,Georgia,13067,22730,446,117
2020-10-16,DeKalb,Georgia,13089,20929,387,119
2020-10-16,Fulton,Georgia,13121,31462,603,133
2020-10-16,Gwinnett,Georgia,13135,31027,429,123
2020-10-16,Hall,Georgia,13139,10352,165,70
2020-10-17,Cobb,Georgia,13067,22807,447,77
2020-10-17,DeKalb,Georgia,13089,21023,386,94
2020-10-17,Fulton,Georgia,13121,31578,605,116
2020-10-17,Gwinnett,Georgia,13135,31167,431,140
2020-10-17,Hall,Georgia,13139,10428,167,76
2020-10-18,Cobb,Georgia,13067,22847,447,40
2020-10-18,DeKalb,Georgia,13089,21116,390,93
2020-10-18,Fulton,Georgia,13121,31719,606,141
2020-10-18,Gwinnett,Georgia,13135,31298,433,131
2020-10-18,Hall,Georgia,13139,10450,168,22
2020-10-19,Cobb,Georgia,13067,22865,448,18
2020-10-19,DeKalb,Georgia,13089,21133,390,17
2020-10-19,Fulton,Georgia,13121,31795,607,76
2020-10-19,Gwinnett,Georgia,13135,31421,434,123
2020-10-19,Hall,Georgia,13139,10467,168,17
2020-10-20,Cobb,Georgia,13067,22924,448,59
2020-10-20,DeKalb,Georgia,13089,21221,390,88
2020-10-20,Fulton,Georgia,13121,31906,608,111
2020-10-20,Gwinnett,Georgia,13135,31539,436,118
2020-10-20,Hall,Georgia,13139,10537,168,70
2020-10-21,Cobb,Georgia,13067,23036,449,112
2020-10-21,DeKalb,Georgia,13089,21309,391,88
2020-10-21,Fulton,Georgia,13121,32051,612,145
2020-10-21,Gwinnett,Georgia,13135,31589,436,50
2020-10-21,Hall,Georgia,13139,10566,170,29
2020-10-22,Cobb,Georgia,13067,23122,449,86
2020-10-22,DeKalb,Georgia,13089,21410,393,101
2020-10-22,Fulton,Georgia,13121,32174,613,123
2020-10-22,Gwinnett,Georgia,13135,31632,438,43
2020-10-22,Hall,Georgia,13139,10607,172,41
2020-10-23,Cobb,Georgia,13067,23232,452,110
2020-10-23,DeKalb,Georgia,13089,21596,397,186
2020-10-23,Fulton,Georgia,13121,32450,614,276
2020-10-23,Gwinnett,Georgia,13135,31782,438,150
2020-10-23,Hall,Georgia,13139,10651,173,44
2020-10-24,Cobb,Georgia,13067,23345,454,113
2020-10-24,DeKalb,Georgia,13089,21710,395,114
2020-10-24,Fulton,Georgia,13121,32601,618,151
2020-10-24,Gwinnett,Georgia,13135,31877,440,95
2020-10-24,Hall,Georgia,13139,10696,173,45
2020-10-25,Cobb,Georgia,13067,23419,454,74
2020-10-25,DeKalb,Georgia,13089,21804,395,94
2020-10-25,Fulton,Georgia,13121,32748,618,147
2020-10-25,Gwinnett,Georgia,13135,31979,440,102
2020-10-25,Hall,Georgia,13139,10717,173,21
2020-10-26,Cobb,Georgia,13067,23727,454,308
2020-10-26,DeKalb,Georgia,13089,22012,397,208
2020-10-26,Fulton,Georgia,13121,32990,619,242
2020-10-26,Gwinnett,Georgia,13135,32228,442,249
2020-10-26,Hall,Georgia,13139,10762,173,45
2020-10-27,Cobb,Georgia,13067,23780,454,53
2020-10-27,DeKalb,Georgia,13089,22064,398,52
2020-10-27,Fulton,Georgia,13121,33102,619,112
2020-10-27,Gwinnett,Georgia,13135,32334,443,106
2020-10-27,Hall,Georgia,13139,10815,176,53
2020-10-28,Cobb,Georgia,13067,23890,457,110
2020-10-28,DeKalb,Georgia,13089,22194,398,130
2020-10-28,Fulton,Georgia,13121,33284,620,182
2020-10-28,Gwinnett,Georgia,13135,32441,445,107
2020-10-28,Hall,Georgia,13139,10851,178,36
2020-10-29,Cobb,Georgia,13067,23972,457,82
2020-10-29,DeKalb,Georgia,13089,22298,401,104
2020-10-29,Fulton,Georgia,13121,33379,626,95
2020-10-29,Gwinnett,Georgia,13135,32591,447,150
2020-10-29,Hall,Georgia,13139,10897,178,46
2020-10-30,Cobb,Georgia,13067,24045,458,73
2020-10-30,DeKalb,Georgia,13089,22404,403,106
2020-10-30,Fulton,Georgia,13121,33492,627,113
2020-10-30,Gwinnett,Georgia,13135,32739,449,148
2020-10-30,Hall,Georgia,13139,10942,178,45
2020-10-31,Cobb,Georgia,13067,24255,459,210
2020-10-31,DeKalb,Georgia,13089,22550,403,146
2020-10-31,Fulton,Georgia,13121,33719,628,227
2020-10-31,Gwinnett,Georgia,13135,32947,450,208
2020-10-31,Hall,Georgia,13139,10994,179,52
2020-11-01,Cobb,Georgia,13067,24288,459,33
2020-11-01,DeKalb,Georgia,13089,22641,403,91
2020-11-01,Fulton,Georgia,13121,33817,628,98
2020-11-01,Gwinnett,Georgia,13135,33063,450,116
2020-11-01,Hall,Georgia,13139,11002,179,8
2020-11-02,Cobb,Georgia,13067,24528,460,240
2020-11-02,DeKalb,Georgia,13089,22776,404,135
2020-11-02,Fulton,Georgia,13121,34027,628,210
2020-11-02,Gwinnett,Georgia,13135,33346,452,283
2020-11-02,Hall,Georgia,13139,11053,181,51
2020-11-03,Cobb,Georgia,13067,24685,465,157
2020-11-03,DeKalb,Georgia,13089,22914,404,138
2020-11-03,Fulton,Georgia,13121,34155,629,128
2020-11-03,Gwinnett,Georgia,13135,33471,452,125
2020-11-03,Hall,Georgia,13139,11111,182,58
2020-11-04,Cobb,Georgia,13067,24930,476,245
2020-11-04,DeKalb,Georgia,13089,23178,425,264
2020-11-04,Fulton,Georgia,13121,34388,656,233
2020-11-04,Gwinnett,Georgia,13135,33740,473,269
2020-11-04,Hall,Georgia,13139,11185,189,74
2020-11-05,Cobb,Georgia,13067,25090,479,160
2020-11-05,DeKalb,Georgia,13089,23332,424,154
2020-11-05,Fulton,Georgia,13121,34605,658,217
2020-11-05,Gwinnett,Georgia,13135,33883,476,143
2020-11-05,Hall,Georgia,13139,11253,190,68
2020-11-06,Cobb,Georgia,13067,25303,477,213
2020-11-06,DeKalb,Georgia,13089,23495,424,163
2020-11-06,Fulton,Georgia,13121,34801,662,196
2020-11-06,Gwinnett,Georgia,13135,34131,478,248
2020-11-06,Hall,Georgia,13139,11297,190,44
2020-11-07,Cobb,Georgia,13067,25435,478,132
2020-11-07,DeKalb,Georgia,13089,23584,425,89
2020-11-07,Fulton,Georgia,13121,34940,663,139
2020-11-07,Gwinnett,Georgia,13135,34266,479,135
2020-11-07,Hall,Georgia,13139,11347,190,50
2020-11-08,Cobb,Georgia,13067,25521,478,86
2020-11-08,DeKalb,Georgia,13089,23733,425,149
2020-11-08,Fulton,Georgia,13121,35109,663,169
2020-11-08,Gwinnett,Georgia,13135,34402,479,136
2020-11-08,Hall,Georgia,13139,11371,190,24
2020-11-09,Cobb,Georgia,13067,25624,480,103
2020-11-09,DeKalb,Georgia,13089,23836,428,103
2020-11-09,Fulton,Georgia,13121,35229,665,120
2020-11-09,Gwinnett,Georgia,13135,34514,479,112
2020-11-09,Hall,Georgia,13139,11405,190,34
2020-11-10,Cobb,Georgia,13067,26016,488,392
2020-11-10,DeKalb,Georgia,13089,24094,426,258
2020-11-10,Fulton,Georgia,13121,35605,669,376
2020-11-10,Gwinnett,Georgia,13135,34903,481,389
2020-11-10,Hall,Georgia,13139,11502,190,97
2020-11-11,Cobb,Georgia,13067,26167,490,151
2020-11-11,DeKalb,Georgia,13089,24250,433,156
2020-11-11,Fulton,Georgia,13121,35783,671,178
2020-11-11,Gwinnett,Georgia,13135,35105,485,202
2020-11-11,Hall,Georgia,13139,11535,191,33
2020-11-12,Cobb,Georgia,13067,26328,492,161
2020-11-12,DeKalb,Georgia,13089,24457,437,207
2020-11-12,Fulton,Georgia,13121,36039,674,256
2020-11-12,Gwinnett,Georgia,13135,35339,492,234
2020-11-12,Hall,Georgia,13139,11605,194,70
2020-11-13,Cobb,Georgia,13067,26468,494,140
2020-11-13,DeKalb,Georgia,13089,24626,439,169
2020-11-13,Fulton,Georgia,13121,36277,674,238
2020-11-13,Gwinnett,Georgia,13135,35572,492,233
2020-11-13,Hall,Georgia,13139,11641,194,36
2020-11-14,Cobb,Georgia,13067,26705,495,237
2020-11-14,DeKalb,Georgia,13089,24848,441,222
2020-11-14,Fulton,Georgia,13121,36549,677,272
2020-11-14,Gwinnett,Georgia,13135,35835,494,263
2020-11-14,Hall,Georgia,13139,11696,194,55
2020-11-15,Cobb,Georgia,13067,26857,495,152
2020-11-15,DeKalb,Georgia,13089,25020,441,172
2020-11-15,Fulton,Georgia,13121,36708,677,159
2020-11-15,Gwinnett,Georgia,13135,36018,494,183
2020-11-15,Hall,Georgia,13139,11733,194,37
2020-11-16,Cobb,Georgia,13067,26939,495,82
2020-11-16,DeKalb,Georgia,13089,25071,441,51
2020-11-16,Fulton,Georgia,13121,36592,677,-116
2020-11-16,Gwinnett,Georgia,13135,36118,495,100
2020-11-16,Hall,Georgia,13139,11744,194,11
2020-11-17,Cobb,Georgia,13067,27265,497,326
2020-11-17,DeKalb,Georgia,13089,25353,441,282
2020-11-17,Fulton,Georgia,13121,37250,678,658
2020-11-17,Gwinnett,Georgia,13135,36516,497,398
2020-11-17,Hall,Georgia,13139,11858,194,114
2020-11-18,Cobb,Georgia,13067,27528,500,263
2020-11-18,DeKalb,Georgia,13089,25578,445,225
2020-11-18,Fulton,Georgia,13121,37477,679,227
2020-11-18,Gwinnett,Georgia,13135,36744,500,228
2020-11-18,Hall,Georgia,13139,11937,196,79
2020-11-19,Cobb,Georgia,13067,27754,499,226
2020-11-19,DeKalb,Georgia,13089,25784,445,206
2020-11-19,Fulton,Georgia,13121,37734,679,257
2020-11-19,Gwinnett,Georgia,13135,37004,502,260
2020-11-19,Hall,Georgia,13139,11998,196,61
2020-11-20,Cobb,Georgia,13067,28012,500,258
2020-11-20,DeKalb,Georgia,13089,26027,446,243
2020-11-20,Fulton,Georgia,13121,38026,680,292
2020-11-20,Gwinnett,Georgia,13135,37267,505,263
2020-11-20,Hall,Georgia,13139,12059,198,61
2020-11-21,Cobb,Georgia,13067,28577,500,565
2020-11-21,DeKalb,Georgia,13089,26406,446,379
2020-11-21,Fulton,Georgia,13121,38674,682,648
2020-11-21,Gwinnett,Georgia,13135,37797,510,530
2020-11-21,Hall,Georgia,13139,12176,199,117
2020-11-22,Cobb,Georgia,13067,28750,500,173
2020-11-22,DeKalb,Georgia,13089,26599,446,193
2020-11-22,Fulton,Georgia,13121,38870,684,196
2020-11-22,Gwinnett,Georgia,13135,37977,510,180
2020-11-22,Hall,Georgia,13139,12221,199,45
2020-11-23,Cobb,Georgia,13067,28883,501,133
2020-11-23,DeKalb,Georgia,13089,26707,447,108
2020-11-23,Fulton,Georgia,13121,39083,684,213
2020-11-23,Gwinnett,Georgia,13135,38150,510,173
2020-11-23,Hall,Georgia,13139,12259,199,38
2020-11-24,Cobb,Georgia,13067,29085,501,202
2020-11-24,DeKalb,Georgia,13089,26863,446,156
2020-11-24,Fulton,Georgia,13121,39487,684,404
2020-11-24,Gwinnett,Georgia,13135,38459,511,309
2020-11-24,Hall,Georgia,13139,12355,198,96
2020-11-25,Cobb,Georgia,13067,29342,505,257
2020-11-25,DeKalb,Georgia,13089,27027,450,164
2020-11-25,Fulton,Georgia,13121,39794,686,307
2020-11-25,Gwinnett,Georgia,13135,38699,516,240
2020-11-25,Hall,Georgia,13139,12460,199,105
2020-11-26,Cobb,Georgia,13067,29540,505,198
2020-11-26,DeKalb,Georgia,13089,27219,454,192
2020-11-26,Fulton,Georgia,13121,40044,690,250
2020-11-26,Gwinnett,Georgia,13135,39013,518,314
2020-11-26,Hall,Georgia,13139,12544,199,84
2020-11-27,Cobb,Georgia,13067,29758,505,218
2020-11-27,DeKalb,Georgia,13089,27420,455,201
2020-11-27,Fulton,Georgia,13121,40287,692,243
2020-11-27,Gwinnett,Georgia,13135,39276,522,263
2020-11-27,Hall,Georgia,13139,12588,201,44
2020-11-28,Cobb,Georgia,13067,29952,506,194
2020-11-28,DeKalb,Georgia,13089,27580,456,160
2020-11-28,Fulton,Georgia,13121,40588,699,301
2020-11-28,Gwinnett,Georgia,13135,39537,525,261
2020-11-28,Hall,Georgia,13139,12663,201,75
2020-11-29,Cobb,Georgia,13067,30056,506,104
2020-11-29,DeKalb,Georgia,13089,27663,456,83
2020-11-29,Fulton,Georgia,13121,40732,704,144
2020-11-29,Gwinnett,Georgia,13135,39721,526,184
2020-11-29,Hall,Georgia,13139,12706,201,43
2020-11-30,Cobb,Georgia,13067,30194,506,138
2020-11-30,DeKalb,Georgia,13089,27766,456,103
2020-11-30,Fulton,Georgia,13121,40900,704,168
2020-11-30,Gwinnett,Georgia,13135,39938,526,217
2020-11-30,Hall,Georgia,13139,12801,201,95
2020-12-01,Cobb,Georgia,13067,30530,511,336
2020-12-01,DeKalb,Georgia,13089,27997,459,231
2020-12-01,Fulton,Georgia,13121,41337,704,437
2020-12-01,Gwinnett,Georgia,13135,40364,528,426
2020-12-01,Hall,Georgia,13139,12949,203,148
2020-12-02,Cobb,Georgia,13067,30946,515,416
2020-12-02,DeKalb,Georgia,13089,28316,462,319
2020-12-02,Fulton,Georgia,13121,41735,707,398
2020-12-02,Gwinnett,Georgia,13135,40916,534,552
2020-12-02,Hall,Georgia,13139,13084,204,135
2020-12-03,Cobb,Georgia,13067,31341,517,395
2020-12-03,DeKalb,Georgia,13089,28630,469,314
2020-12-03,Fulton,Georgia,13121,42236,714,501
2020-12-03,Gwinnett,Georgia,13135,41381,541,465
2020-12-03,Hall,Georgia,13139,13251,204,167
2020-12-04,Cobb,Georgia,13067,31809,520,468
2020-12-04,DeKalb,Georgia,13089,29064,471,434
2020-12-04,Fulton,Georgia,13121,42825,717,589
2020-12-04,Gwinnett,Georgia,13135,42048,547,667
2020-12-04,Hall,Georgia,13139,13426,207,175
2020-12-05,Cobb,Georgia,13067,32103,520,294
2020-12-05,DeKalb,Georgia,13089,29386,480,322
2020-12-05,Fulton,Georgia,13121,43275,723,450
2020-12-05,Gwinnett,Georgia,13135,42459,550,411
2020-12-05,Hall,Georgia,13139,13601,208,175
2020-12-06,Cobb,Georgia,13067,32227,520,124
2020-12-06,DeKalb,Georgia,13089,29603,480,217
2020-12-06,Fulton,Georgia,13121,43521,724,246
2020-12-06,Gwinnett,Georgia,13135,42664,550,205
2020-12-06,Hall,Georgia,13139,13638,208,37
2020-12-07,Cobb,Georgia,13067,32558,522,331
2020-12-07,DeKalb,Georgia,13089,29847,482,244
2020-12-07,Fulton,Georgia,13121,43915,725,394
2020-12-07,Gwinnett,Georgia,13135,43060,550,396
2020-12-07,Hall,Georgia,13139,13810,208,172
2020-12-08,Cobb,Georgia,13067,32995,528,437
2020-12-08,DeKalb,Georgia,13089,30206,483,359
2020-12-08,Fulton,Georgia,13121,44606,729,691
2020-12-08,Gwinnett,Georgia,13135,43782,550,722
2020-12-08,Hall,Georgia,13139,13986,208,176
2020-12-09,Cobb,Georgia,13067,33359,528,364
2020-12-09,DeKalb,Georgia,13089,30488,483,282
2020-12-09,Fulton,Georgia,13121,45014,733,408
2020-12-09,Gwinnett,Georgia,13135,44322,554,540
2020-12-09,Hall,Georgia,13139,14152,208,166
2020-12-10,Cobb,Georgia,13067,33848,530,489
2020-12-10,DeKalb,Georgia,13089,30878,488,390
2020-12-10,Fulton,Georgia,13121,45584,738,570
2020-12-10,Gwinnett,Georgia,13135,45037,557,715
2020-12-10,Hall,Georgia,13139,14457,209,305
2020-12-11,Cobb,Georgia,13067,34327,532,479
2020-12-11,DeKalb,Georgia,13089,31203,491,325
2020-12-11,Fulton,Georgia,13121,46015,745,431
2020-12-11,Gwinnett,Georgia,13135,45524,560,487
2020-12-11,Hall,Georgia,13139,14638,209,181
2020-12-12,Cobb,Georgia,13067,34816,532,489
2020-12-12,DeKalb,Georgia,13089,31563,492,360
2020-12-12,Fulton,Georgia,13121,46612,748,597
2020-12-12,Gwinnett,Georgia,13135,46065,564,541
2020-12-12,Hall,Georgia,13139,14765,209,127
2020-12-13,Cobb,Georgia,13067,35230,532,414
2020-12-13,DeKalb,Georgia,13089,31883,492,320
2020-12-13,Fulton,Georgia,13121,47009,748,397
2020-12-13,Gwinnett,Georgia,13135,46614,564,549
2020-12-13,Hall,Georgia,13139,14882,209,117
2020-12-14,Cobb,Georgia,13067,35562,533,332
2020-12-14,DeKalb,Georgia,13089,32090,493,207
2020-12-14,Fulton,Georgia,13121,47298,750,289
2020-12-14,Gwinnett,Georgia,13135,47001,565,387
2020-12-14,Hall,Georgia,13139,14999,209,117
2020-12-15,Cobb,Georgia,13067,36011,537,449
2020-12-15,DeKalb,Georgia,13089,32486,494,396
2020-12-15,Fulton,Georgia,13121,48020,752,722
2020-12-15,Gwinnett,Georgia,13135,47764,565,763
2020-12-15,Hall,Georgia,13139,15286,210,287
2020-12-16,Cobb,Georgia,13067,36545,542,534
2020-12-16,DeKalb,Georgia,13089,32790,499,304
2020-12-16,Fulton,Georgia,13121,48530,754,510
2020-12-16,Gwinnett,Georgia,13135,48296,568,532
2020-12-16,Hall,Georgia,13139,15504,211,218
2020-12-17,Cobb,Georgia,13067,37120,544,575
2020-12-17,DeKalb,Georgia,13089,33152,500,362
2020-12-17,Fulton,Georgia,13121,49188,760,658
2020-12-17,Gwinnett,Georgia,13135,48980,570,684
2020-12-17,Hall,Georgia,13139,15691,213,187
2020-12-18,Cobb,Georgia,13067,37718,546,598
2020-12-18,DeKalb,Georgia,13089,33516,501,364
2020-12-18,Fulton,Georgia,13121,49832,764,644
2020-12-18,Gwinnett,Georgia,13135,49580,572,600
2020-12-18,Hall,Georgia,13139,16013,213,322
2020-12-19,Cobb,Georgia,13067,38258,550,540
2020-12-19,DeKalb,Georgia,13089,33872,502,356
2020-12-19,Fulton,Georgia,13121,50194,765,362
2020-12-19,Gwinnett,Georgia,13135,50062,574,482
2020-12-19,Hall,Georgia,13139,16261,215,248
2020-12-20,Cobb,Georgia,13067,38720,550,462
2020-12-20,DeKalb,Georgia,13089,34181,502,309
2020-12-20,Fulton,Georgia,13121,50715,765,521
2020-12-20,Gwinnett,Georgia,13135,50600,575,538
2020-12-20,Hall,Georgia,13139,16354,215,93
2020-12-21,Cobb,Georgia,13067,38972,551,252
2020-12-21,DeKalb,Georgia,13089,34315,503,134
2020-12-21,Fulton,Georgia,13121,51011,765,296
2020-12-21,Gwinnett,Georgia,13135,50864,576,264
2020-12-21,Hall,Georgia,13139,16483,215,129
2020-12-22,Cobb,Georgia,13067,39552,557,580
2020-12-22,DeKalb,Georgia,13089,34827,504,512
2020-12-22,Fulton,Georgia,13121,51981,765,970
2020-12-22,Gwinnett,Georgia,13135,51723,580,859
2020-12-22,Hall,Georgia,13139,16791,219,308
2020-12-23,Cobb,Georgia,13067,40012,558,460
2020-12-23,DeKalb,Georgia,13089,35178,508,351
2020-12-23,Fulton,Georgia,13121,52442,771,461
2020-12-23,Gwinnett,Georgia,13135,52427,583,704
2020-12-23,Hall,Georgia,13139,17006,220,215
2020-12-24,Cobb,Georgia,13067,40787,560,775
2020-12-24,DeKalb,Georgia,13089,35782,514,604
2020-12-24,Fulton,Georgia,13121,53374,772,932
2020-12-24,Gwinnett,Georgia,13135,53301,586,874
2020-12-24,Hall,Georgia,13139,17327,223,321
2020-12-25,Cobb,Georgia,13067,41323,564,536
2020-12-25,DeKalb,Georgia,13089,36150,518,368
2020-12-25,Fulton,Georgia,13121,54032,776,658
2020-12-25,Gwinnett,Georgia,13135,53732,589,431
2020-12-25,Hall,Georgia,13139,17424,223,97
2020-12-26,Cobb,Georgia,13067,41622,566,299
2020-12-26,DeKalb,Georgia,13089,36367,522,217
2020-12-26,Fulton,Georgia,13121,54406,778,374
2020-12-26,Gwinnett,Georgia,13135,54114,591,382
2020-12-26,Hall,Georgia,13139,17530,223,106
2020-12-27,Cobb,Georgia,13067,41854,566,232
2020-12-27,DeKalb,Georgia,13089,36530,523,163
2020-12-27,Fulton,Georgia,13121,54635,778,229
2020-12-27,Gwinnett,Georgia,13135,54408,591,294
2020-12-27,Hall,Georgia,13139,17645,223,115
2020-12-28,Cobb,Georgia,13067,42238,566,384
2020-12-28,DeKalb,Georgia,13089,36859,523,329
2020-12-28,Fulton,Georgia,13121,54948,778,313
2020-12-28,Gwinnett,Georgia,13135,54930,591,522
2020-12-28,Hall,Georgia,13139,17710,223,65
2020-12-29,Cobb,Georgia,13067,42826,569,588
2020-12-29,DeKalb,Georgia,13089,37305,526,446
2020-12-29,Fulton,Georgia,13121,55677,782,729
2020-12-29,Gwinnett,Georgia,13135,55763,594,833
2020-12-29,Hall,Georgia,13139,17957,227,247
2020-12-30,Cobb,Georgia,13067,43541,571,715
2020-12-30,DeKalb,Georgia,13089,37777,527,472
2020-12-30,Fulton,Georgia,13121,56061,786,384
2020-12-30,Gwinnett,Georgia,13135,56521,597,758
2020-12-30,Hall,Georgia,13139,18154,229,197
2020-12-31,Cobb,Georgia,13067,44345,575,804
2020-12-31,DeKalb,Georgia,13089,38320,531,543
2020-12-31,Fulton,Georgia,13121,56903,790,842
2020-12-31,Gwinnett,Georgia,13135,57528,601,1007
2020-12-31,Hall,Georgia,13139,18416,232,262
2021-01-01,Cobb,Georgia,13067,45178,577,833
2021-01-01,DeKalb,Georgia,13089,38922,532,602
2021-01-01,Fulton,Georgia,13121,57846,790,943
2021-01-01,Gwinnett,Georgia,13135,58601,604,1073
2021-01-01,Hall,Georgia,13139,18698,235,282
2021-01-02,Cobb,Georgia,13067,45855,577,677
2021-01-02,DeKalb,Georgia,13089,39319,532,397
2021-01-02,Fulton,Georgia,13121,58560,790,714
2021-01-02,Gwinnett,Georgia,13135,59199,604,598
2021-01-02,Hall,Georgia,13139,18841,235,143
2021-01-03,Cobb,Georgia,13067,46309,577,454
2021-01-03,DeKalb,Georgia,13089,39518,532,199
2021-01-03,Fulton,Georgia,13121,58951,791,391
2021-01-03,Gwinnett,Georgia,13135,59719,604,520
2021-01-03,Hall,Georgia,13139,18925,235,84
2021-01-04,Cobb,Georgia,13067,46769,578,460
2021-01-04,DeKalb,Georgia,13089,39705,534,187
2021-01-04,Fulton,Georgia,13121,59387,793,436
2021-01-04,Gwinnett,Georgia,13135,60117,604,398
2021-01-04,Hall,Georgia,13139,19103,235,178
2021-01-05,Cobb,Georgia,13067,47477,588,708
2021-01-05,DeKalb,Georgia,13089,40261,537,556
2021-01-05,Fulton,Georgia,13121,60131,795,744
2021-01-05,Gwinnett,Georgia,13135,61181,605,1064
2021-01-05,Hall,Georgia,13139,19333,243,230
2021-01-06,Cobb,Georgia,13067,47859,598,382
2021-01-06,DeKalb,Georgia,13089,40608,541,347
2021-01-06,Fulton,Georgia,13121,60379,800,248
2021-01-06,Gwinnett,Georgia,13135,61621,609,440
2021-01-06,Hall,Georgia,13139,19558,245,225
2021-01-07,Cobb,Georgia,13067,48625,599,766
2021-01-07,DeKalb,Georgia,13089,41082,543,474
2021-01-07,Fulton,Georgia,13121,61560,803,1181
2021-01-07,Gwinnett,Georgia,13135,62661,610,1040
2021-01-07,Hall,Georgia,13139,19731,248,173
2021-01-08,Cobb,Georgia,13067,49866,603,1241
2021-01-08,DeKalb,Georgia,13089,41710,544,628
2021-01-08,Fulton,Georgia,13121,62828,810,1268
2021-01-08,Gwinnett,Georgia,13135,64042,614,1381
2021-01-08,Hall,Georgia,13139,19996,250,265
2021-01-09,Cobb,Georgia,13067,50795,610,929
2021-01-09,DeKalb,Georgia,13089,42374,546,664
2021-01-09,Fulton,Georgia,13121,63616,814,788
2021-01-09,Gwinnett,Georgia,13135,65110,624,1068
2021-01-09,Hall,Georgia,13139,20276,256,280
2021-01-10,Cobb,Georgia,13067,51346,610,551
2021-01-10,DeKalb,Georgia,13089,42825,546,451
2021-01-10,Fulton,Georgia,13121,64432,814,816
2021-01-10,Gwinnett,Georgia,13135,65924,625,814
2021-01-10,Hall,Georgia,13139,20444,256,168
2021-01-11,Cobb,Georgia,13067,51949,611,603
2021-01-11,DeKalb,Georgia,13089,43286,546,461
2021-01-11,Fulton,Georgia,13121,65130,815,698
2021-01-11,Gwinnett,Georgia,13135,66910,627,986
2021-01-11,Hall,Georgia,13139,20660,256,216
